Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
FR;ANNECY;LOVERCHY;45.89527999992216, 6.118333000326252;NO2;eea;µg/m³;23.4;2024-10-23T02:00:00-05:00;France
FR;COULOMMIERS;RD934 Coulommiers;48.80589999990971, 3.084158000125755;PM10;eea;µg/m³;35.2;2024-10-23T02:00:00-05:00;France
FR;SAINT-DENIS;LYC. LISLET GEOFFROY;-20.88989300037236, 55.46884000005781;PM10;eea;µg/m³;9.7;2024-10-23T02:00:00-05:00;France
FR;AGDE;Agathois-piscénois;43.28749999998123, 3.5048399998931283;NO;eea;µg/m³;0.4;2024-03-11T04:00:00-05:00;France
FR;SAINT-MARTIN-D'HÈRES;St Martin d'Heres;45.18280000010896, 5.75310000015467;NO;eea;µg/m³;12.6;2024-03-11T04:00:00-05:00;France
FR;BAUME-LES-DAMES;Baume-les-Dames;47.35128799974765, 6.359721999759437;NO2;eea;µg/m³;8.8;2024-10-23T02:00:00-05:00;France
FR;CHAMPIGNY-SUR-MARNE;CHAMPIGNY-SUR-MARNE;48.81638700018852, 2.517500000250933;NO;eea;µg/m³;39.8;2024-03-11T04:00:00-05:00;France
FR;GENNEVILLIERS;GENNEVILLIERS;48.930319999881185, 2.294349999986101;PM10;eea;µg/m³;19.3;2024-10-23T02:00:00-05:00;France
FR;RENNES;Rennes Thabor;48.11521000019346, -1.6730879998891797;NO;eea;µg/m³;25.8;2024-03-11T02:00:00-05:00;France
FR;PEYRUSSE-VIEILLE;PEYRUSSE;43.62869999973773, 0.17906900002820078;O3;eea;µg/m³;50.6;2024-10-23T02:00:00-05:00;France
FR;JOUÉ-LÈS-TOURS;Joué lès Tours;47.344140000006476, 0.6537780004325854;NO2;eea;µg/m³;19.8;2024-10-23T02:00:00-05:00;France
FR;SAINT-GERMAIN-SUR-RHÔNE;St Germain/Rhône;46.072224000206376, 5.820833000425056;NO2;eea;µg/m³;7.0;2024-10-23T02:00:00-05:00;France
FR;PANTIN;RN2-PANTIN;48.90221999982184, 2.390832999714743;NO2;eea;µg/m³;36.7;2024-10-23T02:00:00-05:00;France
FR;ARREST;Arrest;50.129447999789626, 1.6108329998832078;PM10;eea;µg/m³;11.3;2024-10-23T02:00:00-05:00;France
FR;STRASBOURG;Strasbourg Nord;48.61036300009321, 7.781631000348977;NO2;eea;µg/m³;16.9;2024-10-23T02:00:00-05:00;France
FR;LES MAZURES;REVIN;49.90777999998879, 4.630000000243833;PM2.5;eea;µg/m³;2.7;2024-10-23T02:00:00-05:00;France
FR;SCY-CHAZELLES;Scy-Chazelles;49.10750200023432, 6.1227749996246335;NO;eea;µg/m³;0.4;2024-03-11T04:00:00-05:00;France
FR;NOTRE-DAME-DE-BLIQUETUIT;Maison Parc Brotonne;49.498295000227166, 0.7588330003850884;PM2.5;eea;µg/m³;6.7;2024-10-21T20:00:00-05:00;France
FR;MÂCON;Macon Paul Bert;46.31617400022789, 4.839993999797885;NO2;eea;µg/m³;13.3;2024-10-23T02:00:00-05:00;France
FR;RENNES;Rennes Laennec;48.108609999936846, -1.6658599997046093;PM10;eea;µg/m³;20.3;2024-10-23T02:00:00-05:00;France
FR;NANTES;CIM BOUTEILLERIE;47.22249999996339, -1.537500000047987;PM2.5;eea;µg/m³;9.4;2024-10-22T23:00:00-05:00;France
FR;LAVAL;LAVAL-La Paix;48.071059999775585, -0.7670800000206227;NO2;eea;µg/m³;8.4;2024-10-22T23:00:00-05:00;France
FR;CHOLET;SAINT EXUPERY;47.054442999997846, -0.8861109999432406;O3;eea;µg/m³;6.7;2024-10-22T21:00:00-05:00;France
FR;SAINT-DENIS-D'ANJOU;SAINT-DENIS D'ANJOU;47.78772999991357, -0.44404400027121604;PM10;eea;µg/m³;6.4;2024-10-22T21:00:00-05:00;France
FR;PARIS 8E ARRONDISSEMENT;Av Champs Elysees;48.86888999991671, 2.3119439997973035;PM2.5;eea;µg/m³;16.0;2024-07-30T02:00:00-05:00;France
FR;ÉPINAL;Epinal;48.17278000028067, 6.4528109999529795;PM10;eea;µg/m³;17.3;2024-07-30T06:00:00-05:00;France
FR;VITRY-LE-FRANÇOIS;Capitainerie;48.726600000208215, 4.594780999760973;NO2;eea;µg/m³;2.2;2024-07-23T06:00:00-05:00;France
FR;PARIS 15E ARRONDISSEMENT;PARIS Stade Lenglen;48.830386999745706, 2.2698889996653513;NO2;eea;µg/m³;-1.0;2024-05-24T17:00:00-05:00;France
FR;PARIS 15E ARRONDISSEMENT;PARIS Stade Lenglen;48.830386999745706, 2.2698889996653513;PM10;eea;µg/m³;-1.0;2024-05-24T17:00:00-05:00;France
FR;ATMO NORMANDIE;NET-FR069A;49.40051999999999, 1.098825;NO2;EEA France;µg/m³;30.2;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.611668, 3.864722;NO;EEA France;µg/m³;4.8;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.69536599999999, 3.8008169999999994;PM10;EEA France;µg/m³;13.7;2019-06-03T22:00:00-05:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;43.47972, -1.488056;NO;EEA France;µg/m³;3.6;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.587219999999995, 1.443889;PM10;EEA France;µg/m³;4.5;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;43.310832999999995, -0.391111;SO2;EEA France;µg/m³;0.8;2019-01-14T03:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;46.58389, 0.345556;NO;EEA France;µg/m³;88.1;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.096943, -0.03888900000000001;NO;EEA France;µg/m³;1.4;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;44.90027599999999, -0.514722;PM2.5;EEA France;µg/m³;5.1;2024-03-04T01:00:00-06:00;France
FR;Nièvre;FR26012;47.2750173101874, 4.09832992182145;PM10;EEA France;µg/m³;3.2;2024-01-29T10:00:00-06:00;France
FR;Bouches-du-Rhône;FR02022;43.6755544389705, 4.62861441719004;NO2;EEA France;µg/m³;31.7;2024-01-29T11:00:00-06:00;France
FR;Ille-et-Vilaine;FR19007;48.1075139513805, -1.67916686168757;NO;EEA France;µg/m³;7.3;2024-01-29T11:00:00-06:00;France
FR;Alpes-Maritimes;FR24023;43.7933622306242, 7.33139357882613;PM10;EEA France;µg/m³;47.0;2024-01-29T11:00:00-06:00;France
FR;Alpes-de-Haute-Provence;FR24039;43.9335199525261, 5.71170417210011;PM10;EEA France;µg/m³;5.1;2024-01-29T11:00:00-06:00;France
FR;Loir-et-Cher;FR34061;47.5945165359368, 1.30173969506476;NO2;EEA France;µg/m³;19.2;2024-01-29T11:00:00-06:00;France
FR;Saône-et-Loire;FR32005;46.6666401423631, 4.36666568034079;NO2;EEA France;µg/m³;47.3;2024-01-29T11:00:00-06:00;France
FR;Bouches-du-Rhône;FR03029;43.5302972250095, 5.44138313680286;PM10;EEA France;µg/m³;20.4;2024-01-29T11:00:00-06:00;France
FR;Bouches-du-Rhône;FR03032;43.2947895081236, 5.57173766768144;NO;EEA France;µg/m³;2.7;2024-01-29T11:00:00-06:00;France
FR;Finistère;FR19014;48.3996394541087, -4.46723207639797;PM10;EEA France;µg/m³;90.8;2024-01-29T09:00:00-06:00;France
FR;Finistère;FR19014;48.3996394541087, -4.46723207639797;NO2;EEA France;µg/m³;17.8;2024-01-29T10:00:00-06:00;France
FR;Bouches-du-Rhône;FR02020;43.510559975903, 5.21972384044637;PM2.5;EEA France;µg/m³;9.1;2024-01-29T10:00:00-06:00;France
FR;Reunion;FR38020;-21.009739859322, 55.2727106111753;SO2;EEA France;µg/m³;1.2;2024-01-29T09:00:00-06:00;France
FR;Yonne;FR26019;47.800565861042706, 3.57639077544232;NO2;EEA France;µg/m³;15.75;2018-07-11T03:00:00-05:00;France
FR;Nord;FR11007;50.6408018273658, 3.07477152078998;NO;EEA France;µg/m³;21.5;2024-01-12T04:00:00-06:00;France
FR;;FR18019;49.2763912615378, 2.48217089416201;O3;EEA France;µg/m³;16.8;2022-01-21T02:00:00-06:00;France
FR;;FR23140;47.2043914135194, -1.552827800129;PM10;EEA France;µg/m³;7.7;2021-05-30T20:00:00-05:00;France
FR;;FR26035;47.1372157133461, 4.95057959817132;NO2;EEA France;µg/m³;7.6;2020-12-31T18:00:00-06:00;France
FR;;FR02024;43.457222, 4.426667;O3;EEA France;µg/m³;29.8;2020-04-21T01:00:00-05:00;France
FR;;FR39018;14.7549926623185, -61.1788641096759;PM10;EEA France;µg/m³;12.0;2019-08-08T02:00:00-05:00;France
FR;;FR08204;43.8291454141088, 4.64295152912459;NO2;EEA France;µg/m³;5.0;2019-07-04T05:00:00-05:00;France
FR;;FR04143;48.8594439994682, 2.351111;PM2.5;EEA France;µg/m³;15.3;2018-04-24T19:00:00-05:00;France
FR;;FR34029;47.8374309994659, 1.944611;NO2;EEA France;µg/m³;4.88;2018-04-24T19:00:00-05:00;France
FR;;FR06134;50.438677999473, 3.433458;O3;EEA France;µg/m³;61.5;2018-04-24T19:00:00-05:00;France
FR;;FR34061;47.5946059994655, 1.303647;O3;EEA France;µg/m³;80.68;2018-04-24T19:00:00-05:00;France
FR;;FR10032;50.6938919994739, 1.576389;NO2;EEA France;µg/m³;5.3;2018-04-24T19:00:00-05:00;France
FR;;FR34032;47.0826499994647, 2.404492;NO2;EEA France;µg/m³;7.23;2018-04-24T19:00:00-05:00;France
FR;;FR15017;45.1904389994632, 5.686964;O3;EEA France;µg/m³;0.75;2018-02-13T01:00:00-06:00;France
FR;;Evreux  Boulevard de Normandie;49.020202317088426, 1.1387134373027465;NO2;EEA France;µg/m³;83.75;2016-12-05T11:00:00-06:00;France
FR;BASTIA;BASTIA FANGO;42.70283000021266, 9.446388999863629;NO;eea;µg/m³;7.2;2024-03-11T03:00:00-05:00;France
FR;LYON 7E ARRONDISSEMENT;LYON TRAFIC JAURES;45.74969499992703, 4.844389000138917;NO;eea;µg/m³;26.5;2024-03-11T02:00:00-05:00;France
FR;SALAISE-SUR-SANNE;A7 Salaise Ouest;45.34407799985646, 4.8074809998352706;PM10;eea;µg/m³;22.8;2024-10-21T20:00:00-05:00;France
FR;SALAISE-SUR-SANNE;A7 Salaise Ouest;45.34407799985646, 4.8074809998352706;NO2;eea;µg/m³;33.0;2024-10-23T02:00:00-05:00;France
FR;CAYENNE;Caiena3;4.937846700122823, -52.32092999972592;O3;eea;µg/m³;-1.0;2024-05-30T03:00:00-05:00;France
FR;VILLERS-LÈS-NANCY;Nancy-Brabois 2;48.65694400008013, 6.136021999673695;NO;eea;µg/m³;3.3;2024-03-11T03:00:00-05:00;France
FR;BIARRITZ;Biarritz-hippodrome;43.47023799995679, -1.553876000216595;O3;eea;µg/m³;9.6;2024-10-23T02:00:00-05:00;France
FR;BOURG-LÈS-VALENCE;A7 Valence Est;44.94919999994974, 4.890133000257068;NO;eea;µg/m³;45.4;2024-03-11T02:00:00-05:00;France
FR;DREUX;Dreux Centre;48.72969400021079, 1.3584720000276689;NO;eea;µg/m³;0.8;2024-03-11T04:00:00-05:00;France
FR;CHARLEVILLE-MÉZIÈRES;CHARLEVILLE;49.74527699993869, 4.719166999924358;O3;eea;µg/m³;1.3;2024-10-23T02:00:00-05:00;France
FR;CAMPAGNE-LÈS-BOULONNAIS;Campagne les B.;50.61047999981648, 1.9914499996382962;O3;eea;µg/m³;31.0;2024-10-23T02:00:00-05:00;France
FR;LORIENT;Lorient Normandie;47.75894500013407, -3.3693800000984546;PM10;eea;µg/m³;10.5;2024-10-23T02:00:00-05:00;France
FR;NEVERS;Nevers;46.996825999797785, 3.1710920000123655;NO2;eea;µg/m³;14.1;2024-10-23T02:00:00-05:00;France
FR;SABLONS;Sablons;45.321846000241116, 4.770702000301369;NO;eea;µg/m³;2.1;2024-03-11T04:00:00-05:00;France
FR;MONTAUBAN;Montauban;44.012855999860335, 1.3753051995567598;NO2;eea;µg/m³;8.6;2024-10-23T02:00:00-05:00;France
FR;VERNEUIL;Verneuil;46.81469300005123, 2.6100689998624795;PM2.5;eea;µg/m³;3.3;2024-10-20T18:00:00-05:00;France
FR;TOURS;Pompidou;47.39463799986039, 0.7048609999996622;PM10;eea;µg/m³;2.3;2024-10-21T19:00:00-05:00;France
FR;METZ;Metz- Pont Grilles;49.12508000010211, 6.181219000343986;NO;eea;µg/m³;25.8;2024-03-11T04:00:00-05:00;France
FR;LE LAMENTIN;Lamentin;14.610653000389345, -61.00258600006397;O3;eea;µg/m³;8.2;2024-10-23T02:00:00-05:00;France
FR;LE ROBERT;Robert Bourg;14.678024999592207, -60.93905599961567;NO2;eea;µg/m³;0.5;2024-10-23T02:00:00-05:00;France
FR;SAINTE-SAVINE;STE SAVINE;48.295002000266656, 4.0502779997197385;O3;eea;µg/m³;49.8;2023-02-01T18:00:00-06:00;France
FR;CHAMONIX-MONT-BLANC;CHAMONIX;45.92249999987242, 6.869999999552735;NO2;eea;µg/m³;11.1;2024-10-23T02:00:00-05:00;France
FR;CHAMONIX-MONT-BLANC;CHAMONIX;45.92249999987242, 6.869999999552735;NO;eea;µg/m³;36.1;2024-03-11T04:00:00-05:00;France
FR;CHAMONIX-MONT-BLANC;CHAMONIX;45.92249999987242, 6.869999999552735;PM10;eea;µg/m³;11.1;2024-10-23T02:00:00-05:00;France
FR;PARIS 1ER ARRONDISSEMENT;PARIS 1er Les Halles;48.86211999987271, 2.344615999768577;PM10;eea;µg/m³;21.5;2024-10-23T02:00:00-05:00;France
FR;SAINT-LÔ;Saint-Lô Eglise;49.11639000009266, -1.084722000069518;PM10;eea;µg/m³;6.6;2024-10-23T02:00:00-05:00;France
FR;FORBACH;Station de FORBACH;49.18741999988842, 6.91086700017932;O3;eea;µg/m³;3.5;2024-10-23T02:00:00-05:00;France
FR;TOULOUSE;ECOLE M.JACQUIER;43.57569499986907, 1.4180640000694156;NO;eea;µg/m³;1.2;2024-03-11T02:00:00-05:00;France
FR;VILLIERS-EN-BOIS;Zoodyssée Chizé;46.14323400001607, -0.3959130003733639;O3;eea;µg/m³;33.9;2024-10-23T02:00:00-05:00;France
FR;PUTEAUX;LA DEFENSE;48.8913880002415, 2.2405559998759084;NO;eea;µg/m³;4.9;2024-03-11T02:00:00-05:00;France
FR;CHÂLONS-EN-CHAMPAGNE;CHALONS;48.96222299995448, 4.360000000371248;O3;eea;µg/m³;3.9;2024-10-23T02:00:00-05:00;France
FR;BESANÇON;Besançon Prévoyance;47.24740000004548, 6.015419000106155;NO;eea;µg/m³;68.4;2024-03-11T04:00:00-05:00;France
FR;BESANÇON;Besançon Prévoyance;47.24740000004548, 6.015419000106155;O3;eea;µg/m³;43.8;2024-10-23T02:00:00-05:00;France
FR;AIX-EN-PROVENCE;AIX ROY RENE;43.524074999856936, 5.448163999656443;NO;eea;µg/m³;27.0;2024-03-11T04:00:00-05:00;France
FR;MELUN;MELUN;48.5413900000572, 2.661389000154335;NO;eea;µg/m³;29.4;2024-03-11T02:00:00-05:00;France
FR;AIRVAULT;AIRVAULT - Stade Laillé;46.82379500017337, -0.13563399987194635;O3;eea;µg/m³;15.5;2024-10-23T02:00:00-05:00;France
FR;MONTPELLIER;Montpellier Chaptal;43.611299999758124, 3.866260000229952;NO;eea;µg/m³;3.3;2024-03-11T04:00:00-05:00;France
FR;STRASBOURG;Strasbourg Neudorf Ecoquartier Danube;48.57280699986449, 7.767832999755778;NO2;eea;µg/m³;22.5;2024-10-23T02:00:00-05:00;France
FR;PORTES-LÈS-VALENCE;Valence Périurb. Sud;44.87024300025047, 4.876288999633118;PM10;eea;µg/m³;41.8;2024-01-15T01:00:00-06:00;France
FR;LIMOGES;LIMOGES - Aine;45.82997499975195, 1.2547719999851106;PM10;eea;µg/m³;13.0;2024-10-21T20:00:00-05:00;France
FR;BÉTHENY;BETHENY;49.2822199998627, 4.051111000296181;PM10;eea;µg/m³;4.7;2024-10-21T20:00:00-05:00;France
FR;NICE;NICE ARSON;43.702076000066626, 7.286255999915251;PM10;eea;µg/m³;19.1;2024-10-23T02:00:00-05:00;France
FR;NICE;NICE ARSON;43.702076000066626, 7.286255999915251;NO2;eea;µg/m³;43.0;2024-10-23T02:00:00-05:00;France
FR;SAINT-DENIS;Auto A1 -Saint-Denis;48.92527799982875, 2.356666999916352;NO2;eea;µg/m³;33.8;2024-10-23T02:00:00-05:00;France
FR;MONTPELLIER;Montpellier Prés d'Arènes;43.591500000324274, 3.886809999908339;NO;eea;µg/m³;3.3;2024-03-11T04:00:00-05:00;France
FR;THIONVILLE;Thionville-Centre;49.35833700015846, 6.156942000146252;PM2.5;eea;µg/m³;2.2;2024-10-23T02:00:00-05:00;France
FR;VILLEFRANCHE-SUR-SAÔNE;Villefranche Centre;45.99011200007032, 4.715565999801707;NO2;eea;µg/m³;19.3;2024-10-23T02:00:00-05:00;France
FR;ROUEN;Espace du Palais;49.44235600018479, 1.0937889998627024;NO;eea;µg/m³;25.0;2024-03-11T04:00:00-05:00;France
FR;VERQUIGNEUL;Noeux-les-Mines;50.48971999990634, 2.666419999631686;O3;eea;µg/m³;1.9;2024-10-23T02:00:00-05:00;France
FR;JOUÉ-LÈS-TOURS;Joué lès Tours;47.344140000006476, 0.6537780004325854;PM10;eea;µg/m³;10.5;2024-10-23T02:00:00-05:00;France
FR;BLOIS;Blois nord;47.59425699982933, 1.3026669998814107;NO;eea;µg/m³;1.5;2024-03-11T04:00:00-05:00;France
FR;METZ;Metz-Borny;49.1102830002213, 6.223336000400217;NO;eea;µg/m³;1.8;2024-03-11T04:00:00-05:00;France
FR;STRASBOURG;Strasbourg Nord;48.61036300009321, 7.781631000348977;NO;eea;µg/m³;2.3;2024-03-11T03:00:00-05:00;France
FR;LES MAZURES;REVIN;49.90777999998879, 4.630000000243833;NO2;eea;µg/m³;1.1;2024-10-23T02:00:00-05:00;France
FR;POITIERS;Poitiers Centre  Augouard;46.58399999992892, 0.3455820002935599;O3;eea;µg/m³;7.0;2024-10-23T02:00:00-05:00;France
FR;SCY-CHAZELLES;Scy-Chazelles;49.10750200023432, 6.1227749996246335;NO2;eea;µg/m³;10.2;2024-10-23T02:00:00-05:00;France
FR;NANTES;LA CHAUVINIERE;47.252776999898, -1.5733329999258574;NO2;eea;µg/m³;11.4;2024-10-22T21:00:00-05:00;France
FR;LA TARDIÈRE;LA TARDIERE;46.656685000042216, -0.7436809997068574;PM10;eea;µg/m³;9.9;2024-10-22T21:00:00-05:00;France
FR;SAINT-ÉTIENNE-DE-MONTLUC;S ETIENNE DE MONTLUC;47.28318000004529, -1.7831640001716063;PM10;eea;µg/m³;11.4;2024-10-22T21:00:00-05:00;France
FR;LAVAL;MAZAGRAN;48.06943000015852, -0.7676919997658113;PM10;eea;µg/m³;-1.0;2024-05-14T20:00:00-05:00;France
FR;FROSSAY;FROSSAY;47.24746999974683, -1.9366189996354752;NO;eea;µg/m³;1.2;2024-03-11T01:00:00-05:00;France
FR;AUBAGNE;AUBAGNE LES PASSONS;43.29313700012445, 5.574184000287346;NO2;eea;µg/m³;5.9;2024-10-18T11:00:00-05:00;France
FR;COLMAR;Colmar Centre;48.074642000044044, 7.350666999722242;PM10;eea;µg/m³;9.5;2024-07-29T17:00:00-05:00;France
FR;THANN;Thann;47.810932000300355, 7.1055530003178475;SO2;eea;µg/m³;2.8;2024-07-16T04:00:00-05:00;France
FR;ROUSSILLON;ROUSSILLON;45.36782000014534, 4.805146999759017;NO2;eea;µg/m³;8.9;2024-05-31T02:00:00-05:00;France
FR;LIG'AIR;NET-FR061A;48.006935000000006, 2.74001;NO2;EEA France;µg/m³;35.6;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;43.376945, -0.609444;NO2;EEA France;µg/m³;4.2;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.106388, 0.718889;SO2;EEA France;µg/m³;0.0;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;45.83333199999999, 1.216803;PM10;EEA France;µg/m³;7.5;2024-03-04T00:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;46.58389, 0.345556;PM10;EEA France;µg/m³;15.5;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;44.86138999999999, -0.579444;NO;EEA France;µg/m³;1.5;2024-03-04T01:00:00-06:00;France
FR;ATMO OCCITANIE;NET-FR068A;43.64305499999999, 1.46765;PM10;EEA France;µg/m³;28.6;2024-03-04T01:00:00-06:00;France
FR;ATMO GRAND EST;NET-FR075A;48.68870999999999, 6.15426;NO2;EEA France;µg/m³;14.1;2024-03-04T01:00:00-06:00;France
FR;ATMO NOUVELLE-AQUITAINE;NET-FR058A;46.5909, 0.3404;NO;EEA France;µg/m³;123.5;2024-03-04T01:00:00-06:00;France
FR;ATMO AUVERGNE-RHÔNE-ALPES;NET-FR071A;45.772167, 3.0875;NO;EEA France;µg/m³;59.9;2024-02-15T04:00:00-06:00;France
FR;Nièvre;FR26012;47.2750173101874, 4.09832992182145;PM2.5;EEA France;µg/m³;3.8;2024-01-29T10:00:00-06:00;France
FR;Saône-et-Loire;FR32001;46.7824722190452, 4.84726435734473;NO2;EEA France;µg/m³;69.8;2024-01-29T11:00:00-06:00;France
FR;Bouches-du-Rhône;FR03043;43.3060996358468, 5.3957936361337895;CO;EEA France;µg/m³;358.0;2024-01-29T11:00:00-06:00;France
FR;Finistère;FR19012;48.3863972226844, -4.48681534959177;NO;EEA France;µg/m³;1.6;2024-01-29T11:00:00-06:00;France
FR;Côte-d'Or;FR26014;47.340253323593, 5.05833251650146;NO2;EEA France;µg/m³;54.8;2024-01-29T11:00:00-06:00;France
FR;Côte-d'Or;FR26014;47.340253323593, 5.05833251650146;PM10;EEA France;µg/m³;27.5;2024-01-29T10:00:00-06:00;France
FR;Vaucluse;FR03086;43.8800605564821, 5.36250207170432;O3;EEA France;µg/m³;43.8;2024-01-29T11:00:00-06:00;France
FR;Reunion;FR38020;-21.009739859322, 55.2727106111753;O3;EEA France;µg/m³;20.1;2024-01-29T09:00:00-06:00;France
FR;Reunion;FR38020;-21.009739859322, 55.2727106111753;PM10;EEA France;µg/m³;9.8;2024-01-29T07:00:00-06:00;France
FR;Puy-de-Dôme;FR07034;45.7757153069085, 3.09625023923328;CO;EEA France;µg/m³;270.0;2023-12-15T04:00:00-06:00;France
FR;;FR21035;49.6363812210033, -1.62666931648363;NO2;EEA France;µg/m³;2.4;2021-12-08T18:00:00-06:00;France
FR;;PARIS Centre;48.85899751049642, 2.350998896374882;PM10;EEA France;µg/m³;14.3;2019-09-23T03:00:00-05:00;France
FR;;FR30038;48.5492988706458, 5.46068793225859;PM2.5;EEA France;µg/m³;104.2;2019-04-18T09:00:00-05:00;France
FR;;FR19008;47.8319439994659, -1.836667;O3;EEA France;µg/m³;92.33;2018-04-25T09:00:00-05:00;France
FR;;FR19008;47.8319439994659, -1.836667;PM10;EEA France;µg/m³;78.38;2018-04-25T09:00:00-05:00;France
FR;;FR19061;48.5166689994673, -2.75;O3;EEA France;µg/m³;83.95;2018-04-25T09:00:00-05:00;France
FR;;FR19052;47.9958299994662, -4.09944;PM10;EEA France;µg/m³;23.73;2018-04-25T09:00:00-05:00;France
FR;;FR10028;50.981663999475, 2.143056;SO2;EEA France;µg/m³;1.23;2018-04-24T19:00:00-05:00;France
FR;;FR06133;50.0930799994718, 3.850003;PM10;EEA France;µg/m³;18.03;2018-04-24T19:00:00-05:00;France
FR;;FR34042;48.437968999467195, 1.470575;PM10;EEA France;µg/m³;24.08;2018-04-24T19:00:00-05:00;France
FR;;FR07045;45.5449339994633, 3.2476490000000005;NO2;EEA France;µg/m³;28.45;2017-12-20T03:00:00-06:00;France
FR;;SMVO Rieux;49.29789536067849, 2.5174477353693883;PM10;EEA France;µg/m³;15.15;2017-03-28T11:00:00-05:00;France
FR;;Rouen Le Conquerant;49.44144474872934, 1.0826585635736885;NO2;EEA France;µg/m³;58.5;2016-12-05T11:00:00-06:00;France
FR;ÉVREUX;Evreux Centre;49.02133999977332, 1.1483189995666427;NO;eea;µg/m³;8.5;2024-03-11T04:00:00-05:00;France
FR;TOULOUSE;Toulouse Berthelot;43.58734500001323, 1.4440030003237578;O3;eea;µg/m³;9.2;2024-10-23T02:00:00-05:00;France
FR;MONTLUÇON;Montluçon;46.34071999975818, 2.593944999588949;O3;eea;µg/m³;15.1;2024-10-23T02:00:00-05:00;France
FR;BIARRITZ;Biarritz-hippodrome;43.47023799995679, -1.553876000216595;NO;eea;µg/m³;1.2;2024-03-11T04:00:00-05:00;France
FR;NEUILLY-SAINT-FRONT;Neuilly-Saint-Front;49.174929999836365, 3.2608189995595422;NO2;eea;µg/m³;2.0;2024-10-23T02:00:00-05:00;France
FR;BASSENS;BASSENS;44.90029500003576, -0.5158349997004273;PM10;eea;µg/m³;12.7;2024-10-23T02:00:00-05:00;France
FR;VALENCIENNES;Valenciennes Wallon;50.3642500001959, 3.52272999998034;NO;eea;µg/m³;38.8;2024-03-11T04:00:00-05:00;France
FR;DREUX;Dreux Centre;48.72969400021079, 1.3584720000276689;NO2;eea;µg/m³;13.1;2024-10-23T02:00:00-05:00;France
FR;ROANNE;ROANNE;46.041110000297905, 4.0746560001998136;NO2;eea;µg/m³;17.9;2024-10-23T02:00:00-05:00;France
FR;GRENOBLE;Grenoble Boulevards;45.18069000028921, 5.720624999826889;NO;eea;µg/m³;43.4;2024-03-11T04:00:00-05:00;France
FR;LORIENT;Lorient Normandie;47.75894500013407, -3.3693800000984546;NO;eea;µg/m³;1.8;2024-03-11T04:00:00-05:00;France
FR;TOUQUES;Touques;49.347999999977596, 0.10925299975172797;O3;eea;µg/m³;7.5;2024-10-23T02:00:00-05:00;France
FR;BORDEAUX;Bordeaux_GAUTIER;44.83382400000155, -0.5985249997570591;NO2;eea;µg/m³;22.9;2024-10-23T02:00:00-05:00;France
FR;JONVILLE-EN-WOËVRE;Jonville en Woevre;49.06582999991435, 5.785556000215877;SO2;eea;µg/m³;0.7;2024-10-23T02:00:00-05:00;France
FR;JONVILLE-EN-WOËVRE;Jonville en Woevre;49.06582999991435, 5.785556000215877;O3;eea;µg/m³;4.1;2024-10-23T02:00:00-05:00;France
FR;METZ;Metz-Centre;49.11944200020038, 6.180832999656292;O3;eea;µg/m³;1.2;2024-10-23T02:00:00-05:00;France
FR;MONTCEAU-LES-MINES;Montceau-les-Mines 9me écluse;46.67878300005844, 4.36689299992175;NO;eea;µg/m³;9.6;2024-03-11T04:00:00-05:00;France
FR;ROMANS-SUR-ISÈRE;Romans-sur-Isère;45.04250000001699, 5.044299999923555;NO;eea;µg/m³;7.6;2024-01-05T04:00:00-06:00;France
FR;VIF;Grenoble PeriurbSud;45.057799999853565, 5.676700000124183;PM10;eea;µg/m³;6.6;2024-10-23T02:00:00-05:00;France
FR;LYON 7E ARRONDISSEMENT;GERLAND;45.73529000012643, 4.829793999852605;PM10;eea;µg/m³;6.3;2024-10-23T02:00:00-05:00;France
FR;LYON 7E ARRONDISSEMENT;GERLAND;45.73529000012643, 4.829793999852605;PM2.5;eea;µg/m³;3.5;2024-10-23T02:00:00-05:00;France
FR;NIORT;Niort Venise;46.320026000248056, -0.4828609996053624;PM2.5;eea;µg/m³;6.4;2024-10-23T02:00:00-05:00;France
FR;MONTARGIS;Montargis_trafic;48.00693499977585, 2.7401109996671957;NO2;eea;µg/m³;22.8;2024-10-23T02:00:00-05:00;France
